Date,SP500
1968-10-01,103.8
1968-11-01,105.4
1968-12-01,106.5
1969-01-01,102.0
1969-02-01,101.5
1969-03-01,99.3
1969-04-01,101.3
1969-05-01,104.6
1969-06-01,99.14
1969-07-01,94.71
1969-08-01,94.18
1969-09-01,94.51
1969-10-01,95.52
1969-11-01,96.21
1969-12-01,91.11
1970-01-01,90.31
1970-02-01,87.16
1970-03-01,88.65
1970-04-01,85.95
1970-05-01,76.06
1970-06-01,75.59
1970-07-01,75.72
1970-08-01,77.92
1970-09-01,82.58
1970-10-01,84.37
1970-11-01,84.28
1970-12-01,90.05
1971-01-01,93.49
1971-02-01,97.11
1971-03-01,99.6
1971-04-01,103.0
1971-05-01,101.6
1971-06-01,99.72
1971-07-01,99.0
1971-08-01,97.24
1971-09-01,99.4
1971-10-01,97.29
1971-11-01,92.78
1971-12-01,99.17
1972-01-01,103.3
1972-02-01,105.2
1972-03-01,107.7
1972-04-01,108.8
1972-05-01,107.7
1972-06-01,108.0
1972-07-01,107.2
1972-08-01,111.0
1972-09-01,109.4
1972-10-01,109.6
1972-11-01,115.1
1972-12-01,117.5
1973-01-01,118.4
1973-02-01,114.2
1973-03-01,112.4
1973-04-01,110.3
1973-05-01,107.2
1973-06-01,104.8
1973-07-01,105.8
1973-08-01,103.8
1973-09-01,105.6
1973-10-01,109.8
1973-11-01,102.0
1973-12-01,94.78
1974-01-01,96.11
1974-02-01,93.45
1974-03-01,97.44
1974-04-01,92.46
1974-05-01,89.67
1974-06-01,89.79
1974-07-01,79.31
1974-08-01,76.03
1974-09-01,68.12
1974-10-01,69.44
1974-11-01,71.74
1974-12-01,67.07
1975-01-01,72.56
1975-02-01,80.1
1975-03-01,83.78
1975-04-01,84.72
1975-05-01,90.1
1975-06-01,92.4
1975-07-01,92.49
1975-08-01,85.71
1975-09-01,84.67
1975-10-01,88.57
1975-11-01,90.07
1975-12-01,88.7
1976-01-01,96.86
1976-02-01,100.6
1976-03-01,101.1
1976-04-01,101.9
1976-05-01,101.2
1976-06-01,101.8
1976-07-01,104.2
1976-08-01,103.3
1976-09-01,105.5
1976-10-01,101.9
1976-11-01,101.2
1976-12-01,104.7
1977-01-01,103.8
1977-02-01,101.0
1977-03-01,100.6
1977-04-01,99.05
1977-05-01,98.76
1977-06-01,99.29
1977-07-01,100.2
1977-08-01,97.75
1977-09-01,96.23
1977-10-01,93.74
1977-11-01,94.28
1977-12-01,93.82
1978-01-01,90.25
1978-02-01,88.98
1978-03-01,88.82
1978-04-01,92.71
1978-05-01,97.41
1978-06-01,97.66
1978-07-01,97.19
1978-08-01,103.9
1978-09-01,103.9
1978-10-01,100.6
1978-11-01,94.71
1978-12-01,96.11
1979-01-01,99.71
1979-02-01,98.23
1979-03-01,100.1
1979-04-01,102.1
1979-05-01,99.73
1979-06-01,101.7
1979-07-01,102.7
1979-08-01,107.4
1979-09-01,108.6
1979-10-01,104.5
1979-11-01,103.7
1979-12-01,107.8
1980-01-01,110.9
1980-02-01,115.3
1980-03-01,104.7
1980-04-01,103.0
1980-05-01,107.7
1980-06-01,114.6
1980-07-01,119.8
1980-08-01,123.5
1980-09-01,126.5
1980-10-01,130.2
1980-11-01,135.7
1980-12-01,133.5
1981-01-01,133.0
1981-02-01,128.4
1981-03-01,133.2
1981-04-01,134.4
1981-05-01,131.7
1981-06-01,132.3
1981-07-01,129.1
1981-08-01,129.6
1981-09-01,118.3
1981-10-01,119.8
1981-11-01,122.9
1981-12-01,123.8
1982-01-01,117.3
1982-02-01,114.5
1982-03-01,110.8
1982-04-01,116.3
1982-05-01,116.4
1982-06-01,109.7
1982-07-01,109.4
1982-08-01,109.7
1982-09-01,122.4
1982-10-01,132.7
1982-11-01,138.1
1982-12-01,139.4
1983-01-01,144.3
1983-02-01,146.8
1983-03-01,151.9
1983-04-01,157.7
1983-05-01,164.1
1983-06-01,166.4
1983-07-01,167.0
1983-08-01,162.4
1983-09-01,167.2
1983-10-01,167.7
1983-11-01,165.2
1983-12-01,164.4
1984-01-01,166.4
1984-02-01,157.3
1984-03-01,157.4
1984-04-01,157.6
1984-05-01,156.6
1984-06-01,153.1
1984-07-01,151.1
1984-08-01,164.4
1984-09-01,166.1
1984-10-01,164.8
1984-11-01,166.3
1984-12-01,164.5
1985-01-01,171.6
1985-02-01,180.9
1985-03-01,179.4
1985-04-01,180.6
1985-05-01,184.9
1985-06-01,188.9
1985-07-01,192.5
1985-08-01,188.3
1985-09-01,184.1
1985-10-01,186.2
1985-11-01,197.5
1985-12-01,207.3
1986-01-01,208.2
1986-02-01,219.4
1986-03-01,232.3
1986-04-01,238.0
1986-05-01,238.5
1986-06-01,245.3
1986-07-01,240.2
1986-08-01,245.0
1986-09-01,238.3
1986-10-01,237.4
1986-11-01,245.1
1986-12-01,248.6
1987-01-01,264.5
1987-02-01,280.9
1987-03-01,292.5
1987-04-01,289.3
1987-05-01,289.1
1987-06-01,301.4
1987-07-01,310.1
1987-08-01,329.4
1987-09-01,318.7
1987-10-01,280.2
1987-11-01,245.0
1987-12-01,241.0
1988-01-01,250.5
1988-02-01,258.1
1988-03-01,265.7
1988-04-01,262.6
1988-05-01,256.1
1988-06-01,270.7
1988-07-01,269.1
1988-08-01,263.7
1988-09-01,268.0
1988-10-01,277.4
1988-11-01,271.0
1988-12-01,276.5
1989-01-01,285.4
1989-02-01,294.0
1989-03-01,292.7
1989-04-01,302.3
1989-05-01,313.9
1989-06-01,323.7
1989-07-01,331.9
1989-08-01,346.6
1989-09-01,347.3
1989-10-01,347.4
1989-11-01,340.2
1989-12-01,348.6
1990-01-01,339.97
1990-02-01,330.45
1990-03-01,338.46
1990-04-01,338.18
1990-05-01,350.25
1990-06-01,360.39
1990-07-01,360.03
1990-08-01,330.75
1990-09-01,315.41
1990-10-01,307.12
1990-11-01,315.29
1990-12-01,328.75
1991-01-01,325.49
1991-02-01,362.26
1991-03-01,372.28
1991-04-01,379.68
1991-05-01,377.99
1991-06-01,378.29
1991-07-01,380.23
1991-08-01,389.4
1991-09-01,387.2
1991-10-01,386.88
1991-11-01,385.92
1991-12-01,388.51
1992-01-01,416.08
1992-02-01,412.56
1992-03-01,407.36
1992-04-01,407.41
1992-05-01,414.81
1992-06-01,408.27
1992-07-01,415.05
1992-08-01,417.93
1992-09-01,418.48
1992-10-01,412.5
1992-11-01,422.84
1992-12-01,435.64
1993-01-01,435.23
1993-02-01,441.7
1993-03-01,450.16
1993-04-01,443.08
1993-05-01,445.25
1993-06-01,448.06
1993-07-01,447.29
1993-08-01,454.13
1993-09-01,459.24
1993-10-01,463.9
1993-11-01,462.89
1993-12-01,465.95
1994-01-01,472.99
1994-02-01,471.58
1994-03-01,463.81
1994-04-01,447.23
1994-05-01,450.9
1994-06-01,454.83
1994-07-01,451.4
1994-08-01,464.24
1994-09-01,466.96
1994-10-01,463.81
1994-11-01,461.01
1994-12-01,455.19
1995-01-01,465.25
1995-02-01,481.92
1995-03-01,493.15
1995-04-01,507.91
1995-05-01,523.81
1995-06-01,539.35
1995-07-01,557.37
1995-08-01,559.11
1995-09-01,578.77
1995-10-01,582.92
1995-11-01,595.53
1995-12-01,614.57
1996-01-01,614.42
1996-02-01,649.54
1996-03-01,647.07
1996-04-01,647.17
1996-05-01,661.23
1996-06-01,668.5
1996-07-01,644.07
1996-08-01,662.68
1996-09-01,674.88
1996-10-01,701.46
1996-11-01,735.67
1996-12-01,743.25
1997-01-01,766.22
1997-02-01,798.39
1997-03-01,792.16
1997-04-01,763.93
1997-05-01,833.09
1997-06-01,876.29
1997-07-01,925.29
1997-08-01,927.24
1997-09-01,937.02
1997-10-01,951.16
1997-11-01,938.92
1997-12-01,962.37
1998-01-01,963.36
1998-02-01,1023.74
1998-03-01,1076.83
1998-04-01,1112.2
1998-05-01,1108.42
1998-06-01,1108.39
1998-07-01,1156.58
1998-08-01,1074.62
1998-09-01,1020.64
1998-10-01,1032.47
1998-11-01,1144.43
1998-12-01,1190.05
1999-01-01,1248.77
1999-02-01,1246.58
1999-03-01,1281.66
1999-04-01,1334.76
1999-05-01,1332.07
1999-06-01,1322.55
1999-07-01,1380.99
1999-08-01,1327.49
1999-09-01,1318.17
1999-10-01,1300.01
1999-11-01,1391.0
1999-12-01,1428.68
2000-01-01,1425.59
2000-02-01,1388.87
2000-03-01,1442.21
2000-04-01,1461.36
2000-05-01,1418.48
2000-06-01,1461.96
2000-07-01,1473.0
2000-08-01,1485.46
2000-09-01,1468.05
2000-10-01,1390.14
2000-11-01,1378.04
2000-12-01,1330.93
2001-01-01,1335.63
2001-02-01,1305.75
2001-03-01,1185.85
2001-04-01,1189.84
2001-05-01,1270.37
2001-06-01,1238.71
2001-07-01,1204.45
2001-08-01,1178.5
2001-09-01,1044.64
2001-10-01,1076.59
2001-11-01,1129.68
2001-12-01,1144.93
2002-01-01,1140.21
2002-02-01,1100.67
2002-03-01,1153.79
2002-04-01,1111.93
2002-05-01,1079.25
2002-06-01,1014.02
2002-07-01,903.59
2002-08-01,912.55
2002-09-01,867.81
2002-10-01,854.63
2002-11-01,909.93
2002-12-01,899.18
2003-01-01,895.84
2003-02-01,837.03
2003-03-01,846.63
2003-04-01,890.03
2003-05-01,935.96
2003-06-01,988.0
2003-07-01,992.54
2003-08-01,989.53
2003-09-01,1019.44
2003-10-01,1038.73
2003-11-01,1049.9
2003-12-01,1080.64
2004-01-01,1132.52
2004-02-01,1143.36
2004-03-01,1123.98
2004-04-01,1133.36
2004-05-01,1102.78
2004-06-01,1132.76
2004-07-01,1105.85
2004-08-01,1088.94
2004-09-01,1117.66
2004-10-01,1117.21
2004-11-01,1168.94
2004-12-01,1199.21
2005-01-01,1181.41
2005-02-01,1199.63
2005-03-01,1194.9
2005-04-01,1164.43
2005-05-01,1178.28
2005-06-01,1202.25
2005-07-01,1222.24
2005-08-01,1224.27
2005-09-01,1225.92
2005-10-01,1191.96
2005-11-01,1237.37
2005-12-01,1262.07
2006-01-01,1278.73
2006-02-01,1276.65
2006-03-01,1293.74
2006-04-01,1302.17
2006-05-01,1290.01
2006-06-01,1253.17
2006-07-01,1260.24
2006-08-01,1287.15
2006-09-01,1317.74
2006-10-01,1363.38
2006-11-01,1388.64
2006-12-01,1416.42
2007-01-01,1424.16
2007-02-01,1444.8
2007-03-01,1406.95
2007-04-01,1463.64
2007-05-01,1511.14
2007-06-01,1514.19
2007-07-01,1520.71
2007-08-01,1454.62
2007-09-01,1497.12
2007-10-01,1539.66
2007-11-01,1463.39
2007-12-01,1479.22
2008-01-01,1378.76
2008-02-01,1354.87
2008-03-01,1316.94
2008-04-01,1370.47
2008-05-01,1403.22
2008-06-01,1341.25
2008-07-01,1257.33
2008-08-01,1281.47
2008-09-01,1216.95
2008-10-01,968.8
2008-11-01,883.04
2008-12-01,877.56
2009-01-01,865.58
2009-02-01,805.23
2009-03-01,757.13
2009-04-01,848.15
2009-05-01,902.41
2009-06-01,926.12
2009-07-01,935.82
2009-08-01,1009.73
2009-09-01,1044.55
2009-10-01,1067.66
2009-11-01,1088.07
2009-12-01,1110.38
2010-01-01,1123.58
2010-02-01,1089.16
2010-03-01,1152.05
2010-04-01,1197.32
2010-05-01,1125.06
2010-06-01,1083.36
2010-07-01,1079.8
2010-08-01,1087.28
2010-09-01,1122.08
2010-10-01,1171.58
2010-11-01,1198.89
2010-12-01,1241.53
2011-01-01,1282.62
2011-02-01,1321.12
2011-03-01,1304.49
2011-04-01,1331.51
2011-05-01,1338.31
2011-06-01,1287.29
2011-07-01,1325.19
2011-08-01,1185.31
2011-09-01,1173.88
2011-10-01,1207.22
2011-11-01,1226.42
2011-12-01,1243.32
2012-01-01,1300.58
2012-02-01,1352.49
2012-03-01,1389.24
2012-04-01,1386.43
2012-05-01,1341.27
2012-06-01,1323.48
2012-07-01,1359.78
2012-08-01,1403.45
2012-09-01,1443.42
2012-10-01,1437.82
2012-11-01,1394.51
2012-12-01,1422.29
2013-01-01,1480.4
2013-02-01,1512.31
2013-03-01,1550.83
2013-04-01,1570.7
2013-05-01,1639.84
2013-06-01,1618.77
2013-07-01,1668.68
2013-08-01,1670.09
2013-09-01,1687.17
2013-10-01,1720.03
2013-11-01,1783.54
2013-12-01,1807.78
2014-01-01,1822.36
2014-02-01,1817.04
2014-03-01,1863.52
2014-04-01,1864.26
2014-05-01,1889.77
2014-06-01,1947.09
2014-07-01,1973.1
2014-08-01,1961.53
2014-09-01,1993.23
2014-10-01,1937.27
2014-11-01,2044.57
2014-12-01,2054.27
2015-01-01,2028.18
2015-02-01,2082.2
2015-03-01,2079.99
2015-03-09,2079.43
2015-03-10,2044.16
2015-03-11,2040.24
2015-03-12,2065.95
2015-03-13,2053.40
2015-03-16,2081.19
2015-03-17,2074.28
2015-03-18,2099.50
2015-03-19,2089.27
2015-03-20,2108.10
2015-03-23,2104.42
2015-03-24,2091.50
2015-03-25,2061.05
2015-03-26,2056.15
2015-03-27,2061.02
2015-03-30,2086.24
2015-03-31,2067.89
2015-04-01,2059.69
2015-04-02,2066.96
2015-04-03,2066.96
2015-04-06,2080.62
2015-04-07,2076.33
2015-04-08,2081.90
2015-04-09,2091.18
2015-04-10,2102.06
2015-04-13,2092.43
2015-04-14,2095.84
2015-04-15,2106.63
2015-04-16,2104.99
2015-04-17,2081.18
2015-04-20,2100.40
2015-04-21,2097.29
2015-04-22,2107.96
2015-04-23,2112.93
2015-04-24,2117.69
2015-04-27,2108.92
2015-04-28,2114.76
2015-04-29,2106.85
2015-04-30,2085.51
2015-05-01,2108.29
2015-05-04,2114.49
2015-05-05,2089.46
2015-05-06,2080.15
2015-05-07,2088.00
2015-05-08,2116.10
2015-05-11,2105.33
2015-05-12,2099.12
2015-05-13,2098.48
2015-05-14,2121.10
2015-05-15,2122.73
2015-05-18,2129.20
2015-05-19,2127.83
2015-05-20,2125.85
2015-05-21,2130.82
2015-05-22,2126.06
2015-05-25,2126.06
2015-05-26,2104.20
2015-05-27,2123.48
2015-05-28,2120.79
2015-05-29,2107.39
2015-06-01,2111.73
2015-06-02,2109.60
2015-06-03,2114.07
2015-06-04,2095.84
2015-06-05,2092.83
2015-06-08,2079.28
2015-06-09,2080.15
2015-06-10,2105.20
2015-06-11,2108.86
2015-06-12,2094.11
2015-06-15,2084.43
2015-06-16,2096.29
2015-06-17,2100.44
2015-06-18,2121.24
2015-06-19,2109.99
2015-06-22,2122.85
2015-06-23,2124.20
2015-06-24,2108.58
2015-06-25,2102.31
2015-06-26,2101.49
2015-06-29,2057.64
2015-06-30,2063.11
2015-07-01,2077.42
2015-07-02,2076.78
2015-07-03,2076.78
2015-07-06,2068.76
2015-07-07,2081.34
2015-07-08,2046.68
2015-07-09,2051.31
2015-07-10,2076.62
2015-07-13,2099.60
2015-07-14,2108.95
2015-07-15,2107.40
2015-07-16,2124.29
2015-07-17,2126.64
2015-07-20,2128.28
2015-07-21,2119.21
2015-07-22,2114.15
2015-07-23,2102.15
2015-07-24,2079.65
2015-07-27,2067.64
2015-07-28,2093.25
2015-07-29,2108.57
2015-07-30,2108.63
2015-07-31,2103.84
2015-08-03,2098.04
2015-08-04,2093.32
2015-08-05,2099.84
2015-08-06,2083.56
2015-08-07,2077.57
2015-08-10,2104.18
2015-08-11,2084.07
2015-08-12,2086.05
2015-08-13,2083.39
2015-08-14,2091.54
2015-08-17,2102.44
2015-08-18,2096.92
2015-08-19,2079.61
2015-08-20,2035.73
2015-08-21,1970.89
2015-08-24,1893.21
2015-08-25,1867.61
2015-08-26,1940.51
2015-08-27,1987.66
2015-08-28,1988.87
2015-08-31,1972.18
2015-09-01,1913.85
2015-09-02,1948.86
2015-09-03,1951.13
2015-09-04,1921.22
2015-09-07,1921.22
2015-09-08,1969.41
2015-09-09,1942.04
2015-09-10,1952.29
2015-09-11,1961.05
2015-09-14,1953.03
2015-09-15,1978.09
2015-09-16,1995.31
2015-09-17,1990.20
2015-09-18,1958.03
2015-09-21,1966.97
2015-09-22,1942.74
2015-09-23,1938.76
2015-09-24,1932.24
2015-09-25,1931.34
2015-09-28,1881.77
2015-09-29,1884.09
2015-09-30,1920.03
2015-10-01,1923.82
2015-10-02,1951.36
2015-10-05,1987.05
2015-10-06,1979.92
2015-10-07,1995.83
2015-10-08,2013.43
2015-10-09,2014.89
2015-10-12,2017.46
2015-10-13,2003.69
2015-10-14,1994.24
2015-10-15,2023.86
2015-10-16,2033.11
2015-10-19,2033.66
2015-10-20,2030.77
2015-10-21,2018.94
2015-10-22,2052.51
2015-10-23,2075.15
2015-10-26,2071.18
2015-10-27,2065.89
2015-10-28,2090.35
2015-10-29,2089.41
2015-10-30,2079.36
2015-11-02,2104.05
2015-11-03,2109.79
2015-11-04,2102.31
2015-11-05,2099.93
2015-11-06,2099.20
2015-11-09,2078.58
2015-11-10,2081.72
2015-11-11,2075.00
2015-11-12,2045.97
2015-11-13,2023.04
2015-11-16,2053.19
2015-11-17,2050.44
2015-11-18,2083.58
2015-11-19,2081.24
2015-11-20,2089.17
2015-11-23,2086.59
2015-11-24,2089.14
2015-11-25,2088.87
2015-11-26,2088.87
2015-11-27,2090.11
2015-11-30,2080.41
2015-12-01,2102.63
2015-12-02,2079.51
2015-12-03,2049.62
2015-12-04,2091.69
2015-12-07,2077.07
2015-12-08,2063.59
2015-12-09,2047.62
2015-12-10,2052.23
2015-12-11,2012.37
2015-12-14,2021.94
2015-12-15,2043.41
2015-12-16,2073.07
2015-12-17,2041.89
2015-12-18,2005.55
2015-12-21,2021.15
2015-12-22,2038.97
2015-12-23,2064.29
2015-12-24,2060.99
2015-12-25,2060.99
2015-12-28,2056.50
2015-12-29,2078.36
2015-12-30,2063.36
2015-12-31,2043.94
2016-01-04,2012.66
2016-01-05,2016.71
2016-01-06,1990.26
2016-01-07,1943.09
2016-01-08,1922.03
2016-01-11,1923.67
2016-01-12,1938.68
2016-01-13,1890.28
2016-01-14,1921.84
2016-01-15,1880.33
2016-01-19,1881.33
2016-01-20,1859.33
2016-01-21,1868.99
2016-01-22,1906.90
2016-01-25,1877.08
2016-01-26,1903.63
2016-01-27,1882.95
2016-01-28,1893.36
2016-01-29,1940.24
2016-02-01,1939.38
2016-02-02,1903.03
2016-02-03,1912.53
2016-02-04,1915.45
2016-02-05,1880.05
2016-02-08,1853.44
2016-02-09,1852.21
2016-02-10,1851.86
2016-02-11,1829.08
2016-02-12,1864.78
2016-02-16,1895.58
2016-02-17,1926.82
2016-02-18,1917.83
2016-02-19,1917.78
2016-02-22,1945.50
2016-02-23,1921.27
2016-02-24,1929.80
2016-02-25,1951.70
2016-02-26,1948.05
2016-02-29,1932.23
2016-03-01,1978.35
2016-03-02,1986.45
2016-03-03,1993.40
2016-03-04,1999.99
2016-03-07,2001.76
2016-03-08,1979.26
2016-03-09,1989.26
2016-03-10,1989.57
2016-03-11,2022.19
2016-03-14,2019.64
2016-03-15,2015.93
2016-03-16,2027.22
2016-03-17,2040.59
2016-03-18,2049.58
2016-03-21,2051.60
2016-03-22,2049.80
2016-03-23,2036.71
2016-03-24,2035.94
2016-03-28,2037.05
2016-03-29,2055.01
2016-03-30,2063.95
2016-03-31,2059.74
2016-04-01,2072.78
2016-04-04,2066.13
2016-04-05,2045.17
2016-04-06,2066.66
2016-04-07,2041.91
2016-04-08,2047.60
2016-04-11,2041.99
2016-04-12,2061.72
2016-04-13,2082.42
2016-04-14,2082.78
2016-04-15,2080.73
2016-04-18,2094.34
2016-04-19,2100.80
2016-04-20,2102.40
2016-04-21,2091.48
2016-04-22,2091.58
2016-04-25,2087.79
2016-04-26,2091.70
2016-04-27,2095.15
2016-04-28,2075.81
2016-04-29,2065.30
2016-05-02,2081.43
2016-05-03,2063.37
2016-05-04,2051.12
2016-05-05,2050.63
2016-05-06,2057.14
2016-05-09,2058.69
2016-05-10,2084.39
2016-05-11,2064.46
2016-05-12,2064.11
2016-05-13,2046.61
2016-05-16,2066.66
2016-05-17,2047.21
2016-05-18,2047.63
2016-05-19,2040.04
2016-05-20,2052.32
2016-05-23,2048.04
2016-05-24,2076.06
2016-05-25,2090.54
2016-05-26,2090.10
2016-05-27,2099.06
2016-05-31,2096.96
2016-06-01,2099.33
2016-06-02,2105.26
2016-06-03,2099.13
2016-06-06,2109.41
2016-06-07,2112.13
2016-06-08,2119.12
2016-06-09,2115.48
2016-06-10,2096.07
2016-06-13,2079.06
2016-06-14,2075.32
2016-06-15,2071.50
2016-06-16,2077.99
2016-06-17,2071.22
2016-06-20,2083.25
2016-06-21,2088.90
2016-06-22,2085.45
2016-06-23,2113.32
2016-06-24,2037.41
2016-06-27,2000.54
2016-06-28,2036.09
2016-06-29,2070.77
2016-06-30,2098.86
2016-07-01,2102.95
2016-07-05,2088.55
2016-07-06,2099.73
2016-07-07,2097.90
2016-07-08,2129.90
2016-07-11,2137.16
2016-07-12,2152.14
2016-07-13,2152.43
2016-07-14,2163.75
2016-07-15,2161.74
2016-07-18,2166.89
2016-07-19,2163.78
2016-07-20,2173.02
2016-07-21,2165.17
2016-07-22,2175.03
2016-07-25,2168.48
2016-07-26,2169.18
2016-07-27,2166.58
2016-07-28,2170.06
2016-07-29,2173.60
2016-08-01,2170.84
2016-08-02,2157.03
2016-08-03,2163.79
2016-08-04,2164.25
2016-08-05,2182.87
2016-08-08,2180.89
2016-08-09,2181.74
2016-08-10,2175.49
2016-08-11,2185.79
2016-08-12,2184.05
2016-08-15,2190.15
2016-08-16,2178.15
2016-08-17,2182.22
2016-08-18,2187.02
2016-08-19,2183.87
2016-08-22,2182.64
2016-08-23,2186.90
2016-08-24,2175.44
2016-08-25,2172.47
2016-08-26,2169.04
2016-08-29,2180.38
2016-08-30,2176.12
2016-08-31,2170.95
2016-09-01,2170.86
2016-09-02,2179.98
2016-09-06,2186.48
2016-09-07,2186.16
2016-09-08,2181.30
2016-09-09,2127.81
2016-09-12,2159.04
2016-09-13,2127.02
2016-09-14,2125.77
2016-09-15,2147.26
2016-09-16,2139.16
2016-09-19,2139.12
2016-09-20,2139.76
2016-09-21,2163.12
2016-09-22,2177.18
2016-09-23,2164.69
2016-09-26,2146.10
2016-09-27,2159.93
2016-09-28,2171.37
2016-09-29,2151.13
2016-09-30,2168.27
2016-10-03,2161.20
2016-10-04,2150.49
2016-10-05,2159.73
2016-10-06,2160.77
2016-10-07,2153.74
2016-10-10,2163.66
2016-10-11,2136.73
2016-10-12,2139.18
2016-10-13,2132.55
2016-10-14,2132.98
2016-10-17,2126.50
2016-10-18,2139.60
2016-10-19,2144.29
2016-10-20,2141.34
2016-10-21,2141.16
2016-10-24,2151.33
2016-10-25,2143.16
2016-10-26,2139.43
2016-10-27,2133.04
2016-10-28,2126.41
2016-10-31,2126.15
2016-11-01,2111.72
2016-11-02,2097.94
2016-11-03,2088.66
2016-11-04,2085.18
2016-11-07,2131.52
2016-11-08,2139.56
2016-11-09,2163.26
2016-11-10,2167.48
2016-11-11,2164.45
2016-11-14,2164.20
2016-11-15,2180.39
2016-11-16,2176.94
2016-11-17,2187.12
2016-11-18,2181.90
2016-11-21,2198.18
2016-11-22,2202.94
2016-11-23,2204.72
2016-11-25,2213.35
2016-11-28,2201.72
2016-11-29,2204.66
2016-11-30,2198.81
2016-12-01,2191.08
2016-12-02,2191.95
2016-12-05,2204.71
2016-12-06,2212.23
2016-12-07,2241.35
2016-12-08,2246.19
2016-12-09,2259.53
2016-12-12,2256.96
2016-12-13,2271.72
2016-12-14,2253.28
2016-12-15,2262.03
2016-12-16,2258.07
2016-12-19,2262.53
2016-12-20,2270.76
2016-12-21,2265.18
2016-12-22,2260.96
2016-12-23,2263.79
2016-12-27,2268.88
2016-12-28,2249.92
2016-12-29,2249.26
2016-12-30,2238.83
2017-01-03,2257.83
2017-01-04,2270.75
2017-01-05,2269.00
2017-01-06,2276.98
2017-01-09,2268.90
2017-01-10,2268.90
2017-01-11,2275.32
2017-01-12,2270.44
2017-01-13,2274.64
2017-01-17,2267.89
2017-01-18,2271.89
2017-01-19,2263.69
2017-01-20,2271.31
2017-01-23,2265.20
2017-01-24,2280.07
2017-01-25,2298.37
2017-01-26,2296.68
2017-01-27,2294.69
2017-01-30,2280.90
2017-01-31,2278.87
2017-02-01,2279.55
2017-02-02,2280.85
2017-02-03,2297.42
2017-02-06,2292.56
